INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
OPTIDX,NIFTY,26-May-2016,7800.0,CE,185.0,189.75,161.4,179.1,179.1,6118,36596.45,813600,-45300,01-APR-2016
OPTIDX,NIFTY,26-May-2016,7900.0,CE,130.95,140.15,117.3,130.7,130.7,2847,17141.71,206475,-25050,01-APR-2016
OPTIDX,NIFTY,26-May-2016,8000.0,CE,89.0,100.75,82.45,92.75,92.75,5332,32359.31,383475,-1425,01-APR-2016
OPTIDX,NIFTY,26-May-2016,8100.0,CE,65.05,69.75,56.95,63.4,63.4,3125,19132.9,147300,79125,01-APR-2016
OPTIDX,NIFTY,26-May-2016,8200.0,CE,50.0,52.0,37.8,41.95,41.95,2346,14501.71,47925,-2625,01-APR-2016
OPTIDX,NIFTY,26-May-2016,8300.0,CE,34.0,34.0,23.95,27.1,27.1,2923,18253.94,225150,-8925,01-APR-2016
OPTIDX,NIFTY,26-May-2016,8400.0,CE,22.0,22.0,14.95,16.85,16.85,2019,12744.96,108525,-3525,01-APR-2016
OPTIDX,NIFTY,26-May-2016,8500.0,CE,12.95,13.15,9.85,11.65,11.65,1321,8432.74,173175,38700,01-APR-2016
OPTIDX,NIFTY,26-May-2016,8700.0,CE,6.0,6.0,4.55,5.45,5.45,209,1364.5,14250,14250,01-APR-2016
OPTIDX,NIFTY,26-May-2016,8800.0,CE,3.0,3.5,2.9,3.35,3.35,119,785.67,2850,2850,01-APR-2016
OPTIDX,NIFTY,26-May-2016,8900.0,CE,2.0,2.35,2.0,2.25,2.25,93,620.92,3975,3975,01-APR-2016
OPTIDX,NIFTY,26-May-2016,9000.0,CE,19.0,19.0,2.6,2.7,2.7,106,715.77,9300,6675,01-APR-2016
OPTIDX,NIFTY,26-May-2016,6500.0,PE,8.15,9.45,7.5,7.6,7.6,93,453.96,185550,3750,01-APR-2016
OPTIDX,NIFTY,26-May-2016,6600.0,PE,10.55,12.0,9.55,9.95,9.95,28,138.83,11100,975,01-APR-2016
OPTIDX,NIFTY,26-May-2016,6700.0,PE,13.55,15.0,13.25,14.0,14.0,19,95.67,5625,75,01-APR-2016
OPTIDX,NIFTY,26-May-2016,6800.0,PE,15.6,19.5,15.6,16.95,16.95,377,1927.62,29775,5550,01-APR-2016
OPTIDX,NIFTY,26-May-2016,6900.0,PE,20.0,25.0,20.0,21.85,21.85,388,2014.38,18075,3300,01-APR-2016
OPTIDX,NIFTY,26-May-2016,7000.0,PE,28.3,32.8,26.05,27.65,27.65,5738,30249.52,633300,224325,01-APR-2016
OPTIDX,NIFTY,26-May-2016,7100.0,PE,36.55,41.05,33.45,35.2,35.2,984,5266.94,108375,17625,01-APR-2016
OPTIDX,NIFTY,26-May-2016,7200.0,PE,50.05,54.35,42.95,45.65,45.65,1695,9213.64,199950,50250,01-APR-2016
OPTIDX,NIFTY,26-May-2016,7300.0,PE,58.0,67.65,54.95,58.6,58.6,1637,9037.62,178350,15975,01-APR-2016
OPTIDX,NIFTY,26-May-2016,7400.0,PE,78.0,88.0,70.0,75.05,75.05,1244,6977.06,352725,14475,01-APR-2016
OPTIDX,NIFTY,26-May-2016,7500.0,PE,86.85,111.9,86.85,97.75,97.75,3188,18172.0,542250,130200,01-APR-2016
OPTIDX,NIFTY,26-May-2016,7600.0,PE,120.0,140.0,114.9,123.4,123.4,1516,8787.33,455100,20400,01-APR-2016
OPTIDX,NIFTY,26-May-2016,7700.0,PE,148.65,176.0,146.95,155.7,155.7,2458,14492.99,286350,68325,01-APR-2016
OPTIDX,NIFTY,26-May-2016,7800.0,PE,203.65,222.3,185.3,195.45,195.45,2910,17465.49,674550,119175,01-APR-2016
OPTIDX,NIFTY,26-May-2016,7900.0,PE,258.05,272.75,242.35,246.35,246.35,1580,9664.19,103050,90450,01-APR-2016
OPTIDX,NIFTY,26-May-2016,8000.0,PE,317.5,338.8,299.65,306.35,306.35,276,1721.75,30150,8175,01-APR-2016
OPTIDX,NIFTY,26-May-2016,8200.0,PE,460.0,460.0,460.0,460.0,460.0,1,6.49,75,75,01-APR-2016
OPTIDX,NIFTY,26-May-2016,8300.0,PE,575.0,575.0,575.0,575.0,575.0,1,6.65,300,75,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,2700.0,CE,4996.05,4996.05,4960.8,4991.0,4991.0,72,414.7,404175,75,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,3000.0,CE,4710.4,4710.4,4710.4,4710.4,4710.4,1,5.78,40650,-75,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,5000.0,CE,2728.0,2738.0,2610.05,2632.85,2632.85,39,224.37,85650,-1050,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,7000.0,CE,815.0,827.0,788.0,822.9,822.9,75,439.48,741900,75,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,7100.0,CE,715.0,715.0,715.0,715.0,715.0,1,5.86,8400,75,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,7200.0,CE,635.05,635.05,635.05,635.05,635.05,2,11.75,19950,0,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,7300.0,CE,552.3,585.15,545.0,577.7,577.7,20,118.06,136200,-75,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,7400.0,CE,492.85,495.0,475.0,495.0,495.0,4,23.66,43125,-75,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,7500.0,CE,411.0,433.3,395.0,420.45,420.45,159,943.81,350550,8100,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,7600.0,CE,354.0,360.6,330.25,348.6,348.6,24,142.99,63750,0,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,7700.0,CE,277.9,291.35,274.4,286.6,286.6,29,173.69,52950,675,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,7800.0,CE,236.65,245.0,220.0,232.7,232.7,299,1801.15,108525,-2325,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,7900.0,CE,180.0,195.0,174.0,184.55,184.55,55,333.27,235475,900,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,8000.0,CE,146.0,152.5,132.45,147.75,147.75,379,2314.69,1037400,12150,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,8100.0,CE,113.0,115.55,100.0,110.65,110.65,268,1650.22,947175,9375,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,8200.0,CE,81.0,90.0,75.0,82.75,82.75,189,1174.03,751650,3525,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,8300.0,CE,55.0,62.8,55.0,62.8,62.8,13,81.49,92475,450,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,8400.0,CE,40.0,40.0,40.0,40.0,40.0,1,6.33,8200,75,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,8500.0,CE,31.0,33.0,30.1,31.6,31.6,24,153.57,68125,1500,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,9000.0,CE,5.1,5.1,5.1,5.1,5.1,1,6.75,2925,0,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,5000.0,PE,3.05,3.05,3.05,3.05,3.05,1,3.75,68850,0,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,6000.0,PE,8.5,8.5,8.5,8.5,8.5,1,4.5,133975,0,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,6500.0,PE,26.4,26.4,26.4,26.4,26.4,1,4.89,63575,0,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,7000.0,PE,57.0,59.95,52.5,54.6,54.6,688,3640.81,512925,75,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,7100.0,PE,62.5,66.95,62.5,63.0,63.0,10,53.74,40200,450,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,7200.0,PE,87.0,87.9,76.45,81.8,81.8,214,1168.78,49550,3900,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,7300.0,PE,101.9,106.3,94.25,96.0,96.0,192,1065.69,702125,450,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,7400.0,PE,119.0,126.4,114.2,115.35,115.35,61,344.02,110925,2925,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,7500.0,PE,150.0,154.0,137.85,140.8,140.8,456,2614.6,604725,1050,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,7600.0,PE,175.0,220.0,164.6,170.8,170.8,114,664.39,70775,1650,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,7700.0,PE,185.0,214.65,185.0,197.5,197.5,29,171.93,16875,1200,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,7800.0,PE,240.05,266.9,232.0,237.8,237.8,57,344.03,73200,900,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,8000.0,PE,360.0,376.25,340.0,346.5,346.5,100,626.61,356650,375,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,9000.0,PE,1198.35,1215.0,1193.1,1215.0,1215.0,12,91.78,975,900,01-APR-2016
OPTIDX,NIFTY,30-Jun-2016,10000.0,PE,2135.0,2180.0,2135.0,2161.0,2161.0,24,218.79,144675,825,01-APR-2016
OPTIDX,NIFTY,29-Dec-2016,3000.0,CE,4732.95,4742.9,4709.9,4710.0,4710.0,45,260.64,190400,750,01-APR-2016
OPTIDX,NIFTY,29-Dec-2016,5000.0,CE,2850.0,2850.9,2805.1,2850.9,2850.9,21,123.1,160875,525,01-APR-2016
OPTIDX,NIFTY,29-Dec-2016,7000.0,CE,1082.0,1090.0,1073.0,1088.95,1088.95,511,3098.5,397325,-37275,01-APR-2016
OPTIDX,NIFTY,29-Dec-2016,7500.0,CE,720.0,740.0,698.0,719.85,719.85,632,3894.71,275350,-25125,01-APR-2016
OPTIDX,NIFTY,29-Dec-2016,8000.0,CE,429.5,440.0,414.0,427.05,427.05,1400,8849.41,492150,-58800,01-APR-2016
OPTIDX,NIFTY,29-Dec-2016,8500.0,CE,232.9,236.0,219.0,229.05,229.05,409,2676.38,472525,-225,01-APR-2016
OPTIDX,NIFTY,29-Dec-2016,9000.0,CE,99.0,105.0,99.0,102.8,102.8,269,1836.21,424900,7275,01-APR-2016
OPTIDX,NIFTY,29-Dec-2016,9500.0,CE,42.0,48.0,42.0,48.0,48.0,293,2097.58,201050,7650,01-APR-2016
OPTIDX,NIFTY,29-Dec-2016,6000.0,PE,45.0,45.0,44.0,44.05,44.05,96,435.17,263125,1350,01-APR-2016
OPTIDX,NIFTY,29-Dec-2016,6500.0,PE,83.0,87.0,82.0,82.85,82.85,105,518.52,618500,225,01-APR-2016
OPTIDX,NIFTY,29-Dec-2016,7000.0,PE,147.9,157.0,145.0,150.3,150.3,220,1179.9,442600,450,01-APR-2016
OPTIDX,NIFTY,29-Dec-2016,7500.0,PE,255.0,270.0,251.2,261.05,261.05,567,3300.27,243350,4425,01-APR-2016
OPTIDX,NIFTY,29-Dec-2016,8000.0,PE,440.0,460.0,435.0,435.8,435.8,142,899.2,266500,5375,01-APR-2016
OPTIDX,NIFTY,29-Dec-2016,8500.0,PE,692.0,718.15,688.1,695.0,695.0,27,186.3,151625,1575,01-APR-2016
OPTIDX,NIFTY,29-Dec-2016,9000.0,PE,1040.0,1050.0,1026.2,1028.55,1028.55,38,285.84,292025,0,01-APR-2016
OPTIDX,NIFTY,29-Jun-2017,6700.0,PE,189.0,189.0,189.0,189.0,189.0,654,3379.05,149800,-1050,01-APR-2016
OPTIDX,NIFTY,28-Dec-2017,7000.0,PE,271.0,271.0,271.0,271.0,271.0,1,5.45,52125,75,01-APR-2016
OPTSTK,ABIRLANUVO,28-Apr-2016,840.0,CE,25.0,25.0,25.0,25.0,25.0,1,2.16,250,250,01-APR-2016
OPTSTK,ABIRLANUVO,28-Apr-2016,850.0,CE,23.0,25.5,19.55,25.5,25.5,21,45.77,6250,3500,01-APR-2016
OPTSTK,ABIRLANUVO,28-Apr-2016,900.0,CE,11.0,11.0,11.0,11.0,11.0,2,4.55,3750,500,01-APR-2016
OPTSTK,ABIRLANUVO,28-Apr-2016,800.0,PE,15.25,15.45,14.0,15.0,15.0,8,16.3,2750,750,01-APR-2016
OPTSTK,ABIRLANUVO,28-Apr-2016,820.0,PE,15.9,15.9,15.9,15.9,15.9,1,2.08,250,250,01-APR-2016
OPTSTK,ACC,28-Apr-2016,1300.0,CE,113.0,113.0,104.7,104.7,104.7,2,10.56,1125,375,01-APR-2016
OPTSTK,ACC,28-Apr-2016,1340.0,CE,87.0,87.0,87.0,87.0,87.0,1,5.35,375,0,01-APR-2016
OPTSTK,ACC,28-Apr-2016,1360.0,CE,63.0,68.35,60.25,68.35,68.35,4,21.37,6000,0,01-APR-2016
OPTSTK,ACC,28-Apr-2016,1380.0,CE,50.3,62.1,48.75,62.1,62.1,13,69.94,3375,750,01-APR-2016
OPTSTK,ACC,28-Apr-2016,1400.0,CE,30.0,51.15,30.0,50.25,50.25,92,498.22,26625,-1125,01-APR-2016
OPTSTK,ACC,28-Apr-2016,1420.0,CE,33.05,41.0,30.0,40.5,40.5,17,92.91,4500,3000,01-APR-2016
OPTSTK,ACC,28-Apr-2016,1440.0,CE,24.5,34.0,21.5,32.35,32.35,28,154.09,10875,1125,01-APR-2016
OPTSTK,ACC,28-Apr-2016,1460.0,CE,15.8,24.15,15.8,23.8,23.8,24,133.18,8625,4125,01-APR-2016
OPTSTK,ACC,28-Apr-2016,1480.0,CE,10.0,15.0,10.0,15.0,15.0,2,11.19,1500,375,01-APR-2016
OPTSTK,ACC,28-Apr-2016,1500.0,CE,16.2,16.2,14.9,14.9,14.9,2,11.36,1500,750,01-APR-2016
OPTSTK,ACC,28-Apr-2016,1520.0,CE,9.95,9.95,9.95,9.95,9.95,3,17.21,2250,1125,01-APR-2016
OPTSTK,ACC,28-Apr-2016,1300.0,PE,8.55,11.0,7.0,7.15,7.15,10,49.05,6750,1875,01-APR-2016
OPTSTK,ACC,28-Apr-2016,1320.0,PE,13.0,16.0,13.0,16.0,16.0,11,55.07,5250,4125,01-APR-2016
OPTSTK,ACC,28-Apr-2016,1340.0,PE,15.8,21.4,15.8,16.0,16.0,6,30.56,3750,1125,01-APR-2016
OPTSTK,ACC,28-Apr-2016,1360.0,PE,23.1,26.0,22.0,22.0,22.0,9,46.72,2625,375,01-APR-2016
OPTSTK,ACC,28-Apr-2016,1380.0,PE,32.75,38.0,25.7,25.8,25.8,21,111.17,3000,0,01-APR-2016
OPTSTK,ACC,28-Apr-2016,1400.0,PE,37.85,44.0,32.0,33.5,33.5,18,97.3,6375,4500,01-APR-2016
OPTSTK,ADANIENT,28-Apr-2016,70.0,CE,8.15,8.15,8.15,8.15,8.15,1,4.68,108000,0,01-APR-2016
OPTSTK,ADANIENT,28-Apr-2016,75.0,CE,3.5,5.85,3.5,4.5,4.5,64,306.89,294000,18000,01-APR-2016
OPTSTK,ADANIENT,28-Apr-2016,77.5,CE,4.35,4.35,3.25,3.25,3.25,12,58.6,54000,42000,01-APR-2016
OPTSTK,ADANIENT,28-Apr-2016,80.0,CE,1.75,3.55,1.75,2.25,2.25,194,962.52,576000,420000,01-APR-2016
OPTSTK,ADANIENT,28-Apr-2016,82.5,CE,2.4,2.5,1.5,1.5,1.5,7,35.55,24000,6000,01-APR-2016
OPTSTK,ADANIENT,28-Apr-2016,85.0,CE,1.1,2.0,1.1,1.1,1.1,89,461.78,300000,300000,01-APR-2016
OPTSTK,ADANIENT,28-Apr-2016,90.0,CE,0.55,1.1,0.55,0.6,0.6,25,136.23,84000,72000,01-APR-2016
OPTSTK,ADANIENT,28-Apr-2016,92.5,CE,0.4,0.4,0.4,0.4,0.4,1,5.57,6000,6000,01-APR-2016
OPTSTK,ADANIENT,28-Apr-2016,60.0,PE,0.35,0.4,0.35,0.4,0.4,3,10.86,396000,6000,01-APR-2016
OPTSTK,ADANIENT,28-Apr-2016,65.0,PE,1.1,1.1,0.7,0.75,0.75,23,90.81,276000,-36000,01-APR-2016
OPTSTK,ADANIENT,28-Apr-2016,67.5,PE,1.0,1.0,1.0,1.0,1.0,1,4.11,6000,0,01-APR-2016
OPTSTK,ADANIENT,28-Apr-2016,70.0,PE,2.2,2.2,1.5,1.65,1.65,25,107.39,144000,66000,01-APR-2016
OPTSTK,ADANIENT,28-Apr-2016,72.5,PE,2.4,2.4,2.4,2.4,2.4,1,4.49,6000,6000,01-APR-2016
OPTSTK,ADANIENT,28-Apr-2016,75.0,PE,3.7,3.7,2.9,3.5,3.5,15,70.39,84000,60000,01-APR-2016
OPTSTK,ADANIENT,28-Apr-2016,80.0,PE,5.5,5.5,5.4,5.4,5.4,3,15.38,18000,18000,01-APR-2016
OPTSTK,ADANIPORTS,28-Apr-2016,225.0,CE,21.9,21.9,21.9,21.9,21.9,1,3.95,3200,1600,01-APR-2016
OPTSTK,ADANIPORTS,28-Apr-2016,230.0,CE,17.5,17.5,17.0,17.0,17.0,2,7.91,16000,1600,01-APR-2016
OPTSTK,ADANIPORTS,28-Apr-2016,240.0,CE,14.55,14.55,11.25,12.95,12.95,15,60.65,76800,11200,01-APR-2016
OPTSTK,ADANIPORTS,28-Apr-2016,245.0,CE,10.8,11.4,9.1,10.5,10.5,18,73.44,22400,16000,01-APR-2016
OPTSTK,ADANIPORTS,28-Apr-2016,250.0,CE,8.85,9.55,6.8,8.15,8.15,111,458.47,72000,36800,01-APR-2016
OPTSTK,ADANIPORTS,28-Apr-2016,255.0,CE,6.7,7.5,5.9,6.5,6.5,9,37.66,12800,6400,01-APR-2016
OPTSTK,ADANIPORTS,28-Apr-2016,260.0,CE,5.8,5.8,3.9,4.7,4.7,80,338.99,72000,22400,01-APR-2016
OPTSTK,ADANIPORTS,28-Apr-2016,265.0,CE,3.5,3.5,3.5,3.5,3.5,1,4.29,1600,1600,01-APR-2016
OPTSTK,ADANIPORTS,28-Apr-2016,270.0,CE,2.9,3.0,2.25,2.6,2.6,18,78.53,36800,20800,01-APR-2016
OPTSTK,ADANIPORTS,28-Apr-2016,275.0,CE,1.8,1.8,1.65,1.65,1.65,7,30.99,11200,11200,01-APR-2016
OPTSTK,ADANIPORTS,28-Apr-2016,280.0,CE,1.3,1.45,1.3,1.45,1.45,2,9.0,4800,3200,01-APR-2016
OPTSTK,ADANIPORTS,28-Apr-2016,290.0,CE,0.8,0.8,0.8,0.8,0.8,1,4.65,1600,1600,01-APR-2016
OPTSTK,ADANIPORTS,28-Apr-2016,200.0,PE,0.85,0.95,0.8,0.95,0.95,6,19.28,8000,4800,01-APR-2016
OPTSTK,ADANIPORTS,28-Apr-2016,210.0,PE,1.45,1.5,1.4,1.4,1.4,10,33.83,17600,12800,01-APR-2016
OPTSTK,ADANIPORTS,28-Apr-2016,220.0,PE,2.55,3.0,2.55,3.0,3.0,10,35.64,28800,16000,01-APR-2016
OPTSTK,ADANIPORTS,28-Apr-2016,225.0,PE,3.95,3.95,3.4,3.6,3.6,6,21.95,11200,8000,01-APR-2016
OPTSTK,ADANIPORTS,28-Apr-2016,230.0,PE,4.9,5.7,4.55,4.65,4.65,32,120.35,54400,28800,01-APR-2016
OPTSTK,ADANIPORTS,28-Apr-2016,240.0,PE,7.5,9.4,7.45,8.1,8.1,36,143.05,54400,27200,01-APR-2016
OPTSTK,ADANIPORTS,28-Apr-2016,250.0,PE,13.05,14.25,13.05,14.25,14.25,5,21.1,22400,0,01-APR-2016
OPTSTK,ADANIPORTS,28-Apr-2016,255.0,PE,16.3,16.3,16.3,16.3,16.3,1,4.34,3200,1600,01-APR-2016
OPTSTK,ADANIPORTS,28-Apr-2016,260.0,PE,20.75,20.75,20.75,20.75,20.75,11,49.41,28800,17600,01-APR-2016
OPTSTK,ADANIPORTS,28-Apr-2016,270.0,PE,28.5,28.5,28.5,28.5,28.5,1,4.77,4800,1600,01-APR-2016
OPTSTK,ADANIPOWER,28-Apr-2016,30.0,CE,5.3,5.3,4.95,5.15,5.15,5,35.11,220000,20000,01-APR-2016
OPTSTK,ADANIPOWER,28-Apr-2016,32.5,CE,2.3,3.4,2.3,3.4,3.4,9,63.65,440000,60000,01-APR-2016
OPTSTK,ADANIPOWER,28-Apr-2016,35.0,CE,1.4,1.8,1.35,1.7,1.7,130,950.1,1960000,460000,01-APR-2016
OPTSTK,ADANIPOWER,28-Apr-2016,37.5,CE,0.75,0.9,0.6,0.8,0.8,230,1759.14,2620000,2420000,01-APR-2016
OPTSTK,ADANIPOWER,28-Apr-2016,40.0,CE,0.4,0.4,0.3,0.35,0.35,83,669.85,880000,620000,01-APR-2016
OPTSTK,ADANIPOWER,28-Apr-2016,42.5,CE,0.15,0.15,0.15,0.15,0.15,3,25.59,60000,60000,01-APR-2016
OPTSTK,ADANIPOWER,28-Apr-2016,25.0,PE,0.1,0.1,0.1,0.1,0.1,2,10.04,20000,20000,01-APR-2016
OPTSTK,ADANIPOWER,28-Apr-2016,27.5,PE,0.25,0.25,0.15,0.15,0.15,6,33.23,140000,40000,01-APR-2016
OPTSTK,ADANIPOWER,28-Apr-2016,30.0,PE,0.6,0.6,0.35,0.35,0.35,23,139.97,860000,260000,01-APR-2016
OPTSTK,ADANIPOWER,28-Apr-2016,32.5,PE,1.1,1.1,0.75,0.8,0.8,27,180.4,380000,260000,01-APR-2016
OPTSTK,ADANIPOWER,28-Apr-2016,35.0,PE,2.0,2.0,1.6,1.7,1.7,12,88.52,460000,80000,01-APR-2016
OPTSTK,AJANTPHARM,28-Apr-2016,1400.0,CE,52.1,52.1,52.1,52.1,52.1,1,5.8,800,400,01-APR-2016
OPTSTK,AJANTPHARM,28-Apr-2016,1420.0,CE,45.2,45.2,45.2,45.2,45.2,1,5.86,400,400,01-APR-2016
OPTSTK,AJANTPHARM,28-Apr-2016,1540.0,CE,15.0,17.55,15.0,17.55,17.55,2,12.45,1600,400,01-APR-2016
OPTSTK,AJANTPHARM,28-Apr-2016,1300.0,PE,21.25,23.0,20.0,23.0,23.0,11,58.15,5200,4000,01-APR-2016
OPTSTK,AJANTPHARM,28-Apr-2016,1400.0,PE,43.4,43.4,43.4,43.4,43.4,1,5.77,400,400,01-APR-2016
OPTSTK,ALBK,28-Apr-2016,52.5,CE,5.65,5.65,5.65,5.65,5.65,1,3.48,12000,0,01-APR-2016
OPTSTK,ALBK,28-Apr-2016,55.0,CE,2.8,5.0,2.8,4.65,4.65,21,73.64,72000,12000,01-APR-2016
OPTSTK,ALBK,28-Apr-2016,57.5,CE,1.95,3.0,1.95,2.8,2.8,5,18.0,24000,0,01-APR-2016
OPTSTK,ALBK,28-Apr-2016,60.0,CE,1.4,2.5,1.4,2.3,2.3,55,204.64,264000,198000,01-APR-2016
OPTSTK,ALBK,28-Apr-2016,62.5,CE,1.0,1.5,1.0,1.5,1.5,2,7.65,18000,12000,01-APR-2016
OPTSTK,ALBK,28-Apr-2016,65.0,CE,0.6,1.05,0.6,1.05,1.05,14,55.35,78000,72000,01-APR-2016
OPTSTK,ALBK,28-Apr-2016,67.5,CE,0.5,0.5,0.5,0.5,0.5,2,8.16,18000,12000,01-APR-2016
OPTSTK,ALBK,28-Apr-2016,70.0,CE,0.15,0.35,0.15,0.35,0.35,9,37.95,90000,36000,01-APR-2016
OPTSTK,ALBK,28-Apr-2016,50.0,PE,0.7,0.7,0.55,0.55,0.55,5,15.18,48000,0,01-APR-2016
OPTSTK,ALBK,28-Apr-2016,52.5,PE,1.15,1.35,0.9,0.9,0.9,9,28.97,54000,48000,01-APR-2016
OPTSTK,ALBK,28-Apr-2016,55.0,PE,1.75,2.45,1.6,1.65,1.65,10,34.17,48000,36000,01-APR-2016
OPTSTK,ALBK,28-Apr-2016,57.5,PE,3.5,3.5,2.5,2.6,2.6,4,14.47,24000,24000,01-APR-2016
OPTSTK,ALBK,28-Apr-2016,70.0,PE,11.7,11.7,11.7,11.7,11.7,1,4.9,78000,0,01-APR-2016
OPTSTK,AMARAJABAT,28-Apr-2016,900.0,CE,29.85,29.85,27.5,27.5,27.5,2,11.14,1200,0,01-APR-2016
OPTSTK,AMARAJABAT,28-Apr-2016,920.0,CE,20.8,20.8,17.05,20.45,20.45,7,39.45,1800,600,01-APR-2016
OPTSTK,AMARAJABAT,28-Apr-2016,940.0,CE,16.55,16.55,12.1,12.1,12.1,5,28.58,4800,2400,01-APR-2016
OPTSTK,AMARAJABAT,28-Apr-2016,900.0,PE,32.85,32.85,32.75,32.75,32.75,4,22.38,3000,2400,01-APR-2016
OPTSTK,AMBUJACEM,28-Apr-2016,230.0,CE,10.0,11.5,9.1,11.1,11.1,21,105.91,21000,8400,01-APR-2016
OPTSTK,AMBUJACEM,28-Apr-2016,235.0,CE,6.9,6.9,6.9,6.9,6.9,1,5.07,2100,2100,01-APR-2016
OPTSTK,AMBUJACEM,28-Apr-2016,240.0,CE,5.05,6.45,4.25,6.15,6.15,87,448.27,113400,42000,01-APR-2016
OPTSTK,AMBUJACEM,28-Apr-2016,245.0,CE,3.45,4.5,2.8,4.35,4.35,10,52.2,12600,8400,01-APR-2016
OPTSTK,AMBUJACEM,28-Apr-2016,250.0,CE,3.0,3.25,1.85,2.95,2.95,89,472.27,178500,126000,01-APR-2016
OPTSTK,AMBUJACEM,28-Apr-2016,255.0,CE,1.25,2.1,1.25,2.1,2.1,3,16.17,6300,6300,01-APR-2016
OPTSTK,AMBUJACEM,28-Apr-2016,260.0,CE,1.0,1.0,1.0,1.0,1.0,1,5.48,2100,2100,01-APR-2016
OPTSTK,AMBUJACEM,28-Apr-2016,200.0,PE,0.6,0.6,0.6,0.6,0.6,5,21.06,25200,10500,01-APR-2016
OPTSTK,AMBUJACEM,28-Apr-2016,205.0,PE,0.7,0.7,0.7,0.7,0.7,1,4.31,8400,0,01-APR-2016
OPTSTK,AMBUJACEM,28-Apr-2016,215.0,PE,1.7,1.9,1.7,1.9,1.9,5,22.76,12600,10500,01-APR-2016
OPTSTK,AMBUJACEM,28-Apr-2016,220.0,PE,2.8,2.95,2.05,2.05,2.05,18,84.1,54600,12600,01-APR-2016
OPTSTK,AMBUJACEM,28-Apr-2016,225.0,PE,3.75,4.0,3.75,4.0,4.0,4,19.22,6300,4200,01-APR-2016
OPTSTK,AMBUJACEM,28-Apr-2016,230.0,PE,5.65,6.2,4.55,4.7,4.7,18,88.98,18900,12600,01-APR-2016
OPTSTK,AMBUJACEM,28-Apr-2016,235.0,PE,7.4,7.4,7.4,7.4,7.4,1,5.09,14700,2100,01-APR-2016
OPTSTK,AMBUJACEM,28-Apr-2016,240.0,PE,9.5,9.5,9.5,9.5,9.5,1,5.23,4200,2100,01-APR-2016
OPTSTK,AMBUJACEM,28-Apr-2016,255.0,PE,22.95,22.95,22.95,22.95,22.95,1,5.83,2100,2100,01-APR-2016
OPTSTK,ANDHRABANK,28-Apr-2016,45.0,CE,10.7,10.7,10.7,10.7,10.7,1,4.45,16000,0,01-APR-2016
OPTSTK,ANDHRABANK,28-Apr-2016,50.0,CE,4.55,5.95,4.55,5.95,5.95,4,17.66,48000,8000,01-APR-2016
OPTSTK,ANDHRABANK,28-Apr-2016,52.5,CE,2.75,3.5,2.75,3.5,3.5,5,22.27,40000,16000,01-APR-2016
OPTSTK,ANDHRABANK,28-Apr-2016,55.0,CE,1.65,3.15,1.65,3.05,3.05,56,256.74,256000,56000,01-APR-2016
OPTSTK,ANDHRABANK,28-Apr-2016,57.5,CE,1.15,2.0,1.15,2.0,2.0,5,23.68,24000,24000,01-APR-2016
OPTSTK,ANDHRABANK,28-Apr-2016,60.0,CE,0.75,1.25,0.65,1.15,1.15,59,287.68,288000,72000,01-APR-2016
OPTSTK,ANDHRABANK,28-Apr-2016,62.5,CE,0.4,0.6,0.4,0.6,0.6,3,15.12,72000,16000,01-APR-2016
